fixed acidity;"volatile acidity""""";"citric acid""""";"residual sugar""""";"chlorides""""";"free sulfur dioxide""""";"total sulfur dioxide""""";"density""""";"pH""""";"sulphates""""";"alcohol""""";"quality"""""""
6.5;0.24;0.39;17.3;0.052000000000000005;22.0;126.0;0.9988799999999999;3.11;0.47;9.2;6
7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5
6.6;0.19;0.43;10.9;0.045;53.0;154.0;0.9975200000000001;3.52;0.77;10.4;6
7.4;0.21;0.8;12.3;0.038;77.0;183.0;0.9977799999999999;2.95;0.48;9.0;5
7.6;0.2;0.36;1.9;0.043;24.0;111.0;0.9923700000000001;3.29;0.54;11.3;6
6.0;0.17;0.49;1.0;0.034;26.0;106.0;0.992;3.21;0.42;9.8;6
6.7;0.24;0.35;13.1;0.05;64.0;205.0;0.997;3.15;0.5;9.5;5
6.3;0.495;0.22;1.8;0.046;31.0;140.0;0.9929;3.39;0.54;10.4;6
5.2;0.365;0.08;13.5;0.040999999999999995;37.0;142.0;0.997;3.46;0.39;9.9;6
7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;7
6.4;0.3;0.45;3.5;0.19699999999999998;76.0;180.0;0.9942;3.02;0.39;9.1;6
7.1;0.23;0.39;1.6;0.032;12.0;65.0;0.9898;3.25;0.4;12.7;7
7.3;0.2;0.29;19.9;0.039;69.0;237.0;1.00037;3.1;0.48;9.2;6
6.7;0.24;0.36;8.4;0.042;42.0;123.0;0.9947299999999999;3.34;0.52;10.9;6
8.0;0.28;0.3;8.4;0.03;35.0;115.0;0.99192;2.93;0.42;12.3;6
7.0;0.15;0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7
6.4;0.28;0.44;7.1;0.048;49.0;179.0;0.9952799999999999;3.15;0.48;9.2;5
8.6;0.485;0.29;4.1;0.026000000000000002;19.0;101.0;0.9918;3.01;0.38;12.4;5
6.6;0.25;0.24;1.7;0.048;26.0;124.0;0.9942;3.37;0.6;10.1;6
6.7;0.39;0.31;2.7;0.054000000000000006;27.0;202.0;0.9948;3.46;0.57;10.5;6
7.6;0.22;0.28;12.0;0.055999999999999994;68.0;143.0;0.9983;2.99;0.3;9.2;6
7.1;0.44;0.27;8.4;0.057;60.0;160.0;0.9925700000000001;3.16;0.36;11.8;6
7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7
7.2;0.31;0.35;7.2;0.046;45.0;178.0;0.9955;3.14;0.53;9.7;5
6.4;0.18;0.74;11.9;0.046;54.0;168.0;0.9978;3.58;0.68;10.1;5
7.7;0.27;0.34;1.8;0.027999999999999997;26.0;168.0;0.9911;2.99;0.48;12.1;7
6.5;0.25;0.32;9.9;0.045;41.0;128.0;0.99636;3.18;0.52;9.6;6
6.9;0.24;0.37;6.1;0.027000000000000003;38.0;112.0;0.9908600000000001;3.19;0.34;12.4;6
6.5;0.19;0.32;1.4;0.04;31.0;132.0;0.9922;3.36;0.54;10.8;7
6.8;0.22;0.31;6.3;0.035;33.0;170.0;0.9918;3.24;0.66;12.6;6
8.5;0.26;0.21;16.2;0.07400000000000001;41.0;197.0;0.998;3.02;0.5;9.8;3
8.1;0.2;0.28;0.9;0.023;49.0;87.0;0.9906200000000001;2.92;0.36;11.1;6
5.9;0.29;0.16;7.9;0.044000000000000004;48.0;197.0;0.9951200000000001;3.21;0.36;9.4;5
6.9;0.14;0.38;1.0;0.040999999999999995;22.0;81.0;0.9904299999999999;3.03;0.54;11.4;6
8.3;0.24;0.27;2.1;0.03;22.0;162.0;0.9914;2.99;0.68;11.9;6
6.7;0.27;0.26;2.3;0.043;61.0;181.0;0.9939399999999999;3.45;0.63;10.6;6
9.0;0.27;0.35;4.9;0.027999999999999997;27.0;95.0;0.9932;3.04;0.4;11.3;6
5.9;0.34;0.25;2.0;0.042;12.0;110.0;0.99034;3.02;0.54;11.4;6
6.0;0.26;0.33;4.35;0.04;15.0;80.0;0.98934;3.29;0.5;12.7;6
7.6;0.27;0.25;13.9;0.05;45.0;199.0;0.9984;3.34;0.5;9.8;6
5.6;0.35;0.4;6.3;0.022000000000000002;23.0;174.0;0.9922;3.54;0.5;11.6;7
6.5;0.23;0.39;1.9;0.036000000000000004;41.0;98.0;0.99;3.19;0.43;11.9;7
6.7;0.41;0.24;5.4;0.035;33.0;115.0;0.9901;3.12;0.44;12.8933333333333;7
7.4;0.25;0.28;7.25;0.027999999999999997;14.0;78.0;0.9923799999999999;2.94;0.37;11.5;7
8.3;0.22;0.38;14.8;0.054000000000000006;32.0;126.0;1.0002;3.22;0.5;9.7;5
6.9;0.17;0.25;1.6;0.047;34.0;132.0;0.9914;3.16;0.48;11.4;5
6.2;0.2;0.33;5.4;0.027999999999999997;21.0;75.0;0.9901200000000001;3.36;0.41;13.5;7
7.8;0.22;0.26;9.0;0.047;38.0;132.0;0.997;3.25;0.53;10.2;6
6.6;0.23;0.2;11.4;0.044000000000000004;45.0;131.0;0.9960399999999999;2.96;0.51;9.7;6
7.1;0.22;0.33;2.8;0.033;48.0;153.0;0.9899;3.15;0.38;12.7;7
7.3;0.17;0.36;8.2;0.027999999999999997;44.0;111.0;0.99272;3.14;0.41;12.4;6
7.2;0.17;0.34;6.4;0.042;16.0;111.0;0.9927799999999999;2.99;0.4;10.8;6
6.3;0.23;0.33;1.5;0.036000000000000004;15.0;105.0;0.991;3.32;0.42;11.2;6
7.9;0.35;0.36;1.6;0.038;11.0;124.0;0.9928;3.25;0.48;11.0;5
7.6;0.3;0.22;10.2;0.049;57.0;191.0;0.9966;3.08;0.4;9.3;6
8.1;0.17;0.44;14.1;0.053;43.0;145.0;1.0006;3.28;0.75;8.8;8
6.8;0.2;0.28;12.6;0.048;54.0;136.0;0.99556;3.19;0.37;10.7;6
9.2;0.28;0.46;3.2;0.057999999999999996;39.0;133.0;0.996;3.14;0.58;9.5;5
6.6;0.17;0.35;2.6;0.03;33.0;78.0;0.99146;3.22;0.72;11.3;6
6.6;0.16;0.3;1.6;0.034;15.0;78.0;0.992;3.38;0.44;11.2;6
7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6
8.8;0.19;0.3;5.0;0.027999999999999997;34.0;120.0;0.9924200000000001;2.94;0.47;11.2;5
6.7;0.24;0.29;6.8;0.038;54.0;127.0;0.9932;3.33;0.46;11.6;7
6.0;0.395;0.0;1.4;0.042;7.0;55.0;0.99135;3.37;0.38;11.2;4
5.9;0.2;0.4;1.3;0.047;23.0;92.0;0.9923200000000001;3.2;0.45;10.0;6
6.4;0.24;0.31;2.8;0.038;41.0;114.0;0.99155;3.37;0.66;11.7;7
7.4;0.28;0.36;14.6;0.048;35.0;161.0;0.9968;3.14;0.56;10.6;5
7.7;0.29;0.29;4.8;0.06;27.0;156.0;0.99572;3.49;0.59;10.3;6
6.7;0.64;0.3;1.2;0.03;18.0;76.0;0.9892;3.16;0.6;12.9;4
7.9;0.35;0.28;12.9;0.032;13.0;63.0;0.9932;2.99;0.43;13.0;6
6.8;0.28;0.6;1.1;0.132;42.0;127.0;0.9934;3.09;0.44;9.1;6
7.1;0.44;0.37;2.7;0.040999999999999995;35.0;128.0;0.9896;3.07;0.43;13.5;7
8.9;0.32;0.49;1.6;0.05;17.0;131.0;0.9956;3.13;0.34;9.4;5
6.9;0.54;0.32;13.2;0.05;53.0;236.0;0.9973;3.2;0.5;9.6;5
6.9;0.54;0.26;12.7;0.049;59.0;195.0;0.9959600000000001;3.26;0.54;10.5;6
6.6;0.39;0.22;4.0;0.038;17.0;98.0;0.99018;3.25;0.53;13.0;7
7.4;0.17;0.4;5.5;0.037000000000000005;34.0;161.0;0.9935;3.05;0.62;11.5;4
6.9;0.46;0.2;0.9;0.054000000000000006;5.0;126.0;0.992;3.1;0.42;10.4;6
6.3;0.36;0.2;2.0;0.048;48.0;191.0;0.9929;3.17;0.51;9.6;5
5.9;0.27;0.27;5.0;0.035;14.0;97.0;0.9905799999999999;3.1;0.33;11.8;7
8.5;0.21;0.26;9.25;0.034;73.0;142.0;0.9945;3.05;0.37;11.4;6
7.0;0.16;0.32;8.3;0.045;38.0;126.0;0.9958;3.21;0.34;9.2;5
6.4;0.68;0.26;3.4;0.069;25.0;146.0;0.9934700000000001;3.18;0.4;9.3;5
6.9;0.4;0.56;11.2;0.043;40.0;142.0;0.9975;3.14;0.46;8.7;5
7.4;0.26;0.31;2.4;0.043;58.0;178.0;0.9941;3.42;0.68;10.6;6
7.2;0.27;0.74;12.5;0.037000000000000005;47.0;156.0;0.9981;3.04;0.44;8.7;5
8.3;0.2;0.49;1.7;0.038;38.0;167.0;0.9939;3.05;0.37;10.1;6
5.2;0.24;0.45;3.8;0.027000000000000003;21.0;128.0;0.992;3.55;0.49;11.2;8
5.9;0.22;0.18;6.4;0.040999999999999995;28.0;120.0;0.99403;3.27;0.5;9.9;5
6.7;0.14;0.46;1.6;0.036000000000000004;15.0;92.0;0.99264;3.37;0.49;10.9;5
6.0;0.33;0.2;1.8;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6
6.6;0.24;0.38;12.75;0.034;8.0;74.0;0.9938600000000001;3.1;0.57;12.9;6
6.5;0.28;0.25;4.8;0.028999999999999998;54.0;128.0;0.99074;3.17;0.44;12.2;7
6.7;0.18;0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;7
5.8;0.24;0.28;1.4;0.038;40.0;76.0;0.98711;3.1;0.29;13.9;7
7.8;0.26;0.27;1.9;0.051;52.0;195.0;0.9928;3.23;0.5;10.9;6
7.1;0.26;0.37;5.5;0.025;31.0;105.0;0.99082;3.06;0.33;12.6;8
5.7;0.15;0.47;11.4;0.035;49.0;128.0;0.99456;3.03;0.34;10.5;8
7.4;0.24;0.22;10.7;0.042;26.0;81.0;0.9954;2.86;0.36;9.7;6
6.4;0.38;0.26;8.2;0.043;28.0;98.0;0.99234;2.99;0.31;11.4;6
5.9;0.19;0.21;1.7;0.045;57.0;135.0;0.99341;3.32;0.44;9.5;5
7.5;0.18;0.72;9.6;0.039;53.0;151.0;0.99802;3.03;0.46;8.9;5
6.4;0.26;0.26;1.1;0.052000000000000005;22.0;176.0;0.9930399999999999;3.09;0.54;9.3;5
6.0;0.27;0.4;1.7;0.021;18.0;82.0;0.9891;3.24;0.95;13.1333333333333;6
6.6;0.15;0.34;1.0;0.037000000000000005;45.0;79.0;0.98949;2.96;0.5;11.7;6
6.9;0.18;0.36;1.3;0.036000000000000004;40.0;117.0;0.9934;3.27;0.95;9.5;7
7.2;0.2;0.38;1.0;0.037000000000000005;21.0;74.0;0.9918;3.21;0.37;11.0;5
6.9;0.28;0.41;1.7;0.05;10.0;136.0;0.993;3.16;0.71;11.4;6
7.6;0.39;0.32;3.6;0.035;22.0;93.0;0.99144;3.08;0.6;12.5;7
8.2;0.25;0.46;3.75;0.05;14.0;102.0;0.99524;3.28;0.58;9.7;5
7.1;0.17;0.43;1.3;0.023;33.0;132.0;0.99067;3.11;0.56;11.7;6
7.1;0.26;0.3;2.0;0.031;13.0;128.0;0.9917;3.19;0.49;11.4;5
6.7;0.28;0.34;8.9;0.048;32.0;111.0;0.99455;3.25;0.54;11.0;7
6.6;0.085;0.33;1.4;0.036000000000000004;17.0;109.0;0.99306;3.27;0.61;9.5;6
6.3;0.17;0.42;2.8;0.027999999999999997;45.0;107.0;0.9908;3.27;0.43;11.8;6
6.8;0.29;0.16;1.4;0.038;122.5;234.5;0.9922;3.15;0.47;10.0;4
6.7;0.3;0.44;18.75;0.057;65.0;224.0;0.99956;3.11;0.53;9.1;5
6.2;0.3;0.21;1.1;0.032;31.0;111.0;0.9889;2.97;0.42;12.2;6
5.1;0.305;0.13;1.75;0.036000000000000004;17.0;73.0;0.99;3.4;0.51;12.333333333333302;5
6.0;0.29;0.27;2.3;0.044000000000000004;20.0;117.0;0.9895;3.31;0.41;12.7;7
6.2;0.22;0.3;12.4;0.054000000000000006;108.0;152.0;0.9972799999999999;3.1;0.47;9.5;6
6.5;0.24;0.19;1.2;0.040999999999999995;30.0;111.0;0.99254;2.99;0.46;9.4;6
5.9;0.15;0.31;5.8;0.040999999999999995;53.0;155.0;0.9945;3.52;0.46;10.5;6
5.8;0.3;0.33;3.5;0.033;25.0;116.0;0.9905700000000001;3.2;0.44;11.7;6
7.0;0.3;0.27;1.5;0.076;24.0;145.0;0.99344;3.1;0.52;10.1;5
7.0;0.25;0.32;9.0;0.046;56.0;245.0;0.9955;3.25;0.5;10.4;6
8.0;0.45;0.36;8.8;0.026000000000000002;50.0;151.0;0.9927;3.07;0.25;12.7;8
6.8;0.28;0.36;8.0;0.045;28.0;123.0;0.9928;3.02;0.37;11.4;6
6.2;0.21;0.38;6.8;0.036000000000000004;64.0;245.0;0.9951;3.06;0.36;9.3;6
8.1;0.26;0.37;1.9;0.07200000000000001;48.0;159.0;0.9949;3.37;0.7;10.9;6
4.9;0.345;0.34;1.0;0.068;32.0;143.0;0.9913799999999999;3.24;0.4;10.1;5
5.8;0.19;0.33;4.2;0.038;49.0;133.0;0.9910700000000001;3.16;0.42;11.3;7
7.1;0.25;0.28;1.2;0.04;31.0;111.0;0.99174;3.18;0.53;11.1;5
6.6;0.2;0.14;4.4;0.184;35.0;168.0;0.9939600000000001;2.93;0.45;9.4;6
7.1;0.18;0.42;1.4;0.045;47.0;157.0;0.9916;2.95;0.31;10.5;6
6.9;0.21;0.33;1.8;0.034;48.0;136.0;0.9899;3.25;0.41;12.6;7
5.8;0.19;0.49;4.9;0.04;44.0;118.0;0.9935;3.34;0.38;9.5;7
6.2;0.44;0.18;7.7;0.096;28.0;210.0;0.99771;3.56;0.72;9.2;5
6.0;0.17;0.29;5.0;0.027999999999999997;25.0;108.0;0.9907600000000001;3.14;0.34;12.3;6
6.6;0.4;0.3;5.3;0.038;20.0;125.0;0.9920399999999999;3.36;0.73;12.6;6
7.3;0.22;0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6
7.0;0.22;0.32;1.6;0.045;40.0;120.0;0.9914;2.98;0.44;10.5;6
7.7;0.27;0.61;12.0;0.046;64.0;179.0;0.9982;3.07;0.46;8.9;5
6.8;0.21;0.27;2.1;0.03;26.0;139.0;0.99;3.16;0.61;12.6;7
7.5;0.27;0.36;7.0;0.036000000000000004;45.0;164.0;0.9939;3.03;0.33;11.0;5
6.5;0.37;0.33;3.5;0.036000000000000004;23.0;92.0;0.99136;3.18;0.38;11.2;6
6.9;0.4;0.17;12.9;0.033;59.0;186.0;0.99754;3.08;0.49;9.4;5
6.0;0.34;0.24;5.4;0.06;23.0;126.0;0.9951;3.25;0.44;9.0;7
6.5;0.43;0.28;11.25;0.032;31.0;87.0;0.9922;3.02;0.38;12.4;6
6.4;0.29;0.18;15.0;0.04;21.0;116.0;0.99736;3.14;0.5;9.2;5
5.7;0.22;0.2;16.0;0.044000000000000004;41.0;113.0;0.9986200000000001;3.22;0.46;8.9;6
6.4;0.42;0.19;9.3;0.043;28.0;145.0;0.9943299999999999;3.23;0.53;10.98;5
6.1;0.32;0.25;1.7;0.034;37.0;136.0;0.992;3.47;0.5;10.8;7
7.0;0.61;0.26;1.7;0.051;25.0;161.0;0.9946;3.36;0.6;10.6;4
7.0;0.31;0.26;7.4;0.069;28.0;160.0;0.9954;3.13;0.46;9.8;6
6.9;0.3;0.36;0.9;0.037000000000000005;40.0;156.0;0.9896799999999999;3.08;0.36;12.1;6
6.2;0.53;0.02;0.9;0.035;6.0;81.0;0.99234;3.24;0.35;9.5;4
5.7;0.21;0.32;0.9;0.038;38.0;121.0;0.99074;3.24;0.46;10.6;6
6.4;0.15;0.25;7.8;0.05;13.0;68.0;0.9939399999999999;3.16;0.4;9.9;6
6.8;0.28;0.35;2.3;0.042;16.0;85.0;0.9906;3.19;0.56;12.4;6
6.5;0.28;0.28;20.4;0.040999999999999995;40.0;144.0;1.0002;3.14;0.38;8.7;5
6.8;0.24;0.34;4.6;0.032;37.0;135.0;0.9927;3.2;0.39;10.6;5
6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5
7.7;0.24;0.27;1.8;0.051;52.0;190.0;0.9928;3.23;0.5;10.8;6
7.1;0.34;0.86;1.4;0.174;36.0;99.0;0.9928799999999999;2.92;0.5;9.3;5
7.4;0.31;0.26;8.6;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5
5.8;0.61;0.01;8.4;0.040999999999999995;31.0;104.0;0.9909;3.26;0.72;14.05;7
5.7;0.36;0.34;4.2;0.026000000000000002;21.0;77.0;0.9907;3.41;0.45;11.9;6
6.3;0.34;0.31;6.0;0.02;18.0;68.0;0.9898100000000001;3.22;0.29;13.4;7
6.4;0.34;0.2;14.9;0.06;37.0;162.0;0.9983;3.13;0.45;9.0;4
10.0;0.2;0.39;1.4;0.05;19.0;152.0;0.9940000000000001;3.0;0.42;10.4;6
6.4;0.36;0.2;5.7;0.11800000000000001;61.0;172.0;0.9946;3.24;0.43;9.5;6
6.0;0.38;0.26;6.0;0.034;42.0;134.0;0.9912;3.38;0.38;12.3;7
5.8;0.15;0.31;5.9;0.036000000000000004;7.0;73.0;0.9915200000000001;3.2;0.43;11.9;6
6.8;0.26;0.29;16.95;0.055999999999999994;48.0;179.0;0.9998;3.45;0.4;9.6;5
6.6;0.32;0.24;1.3;0.06;42.5;204.0;0.9951200000000001;3.59;0.51;9.2;5
6.8;0.28;0.4;22.0;0.048;48.0;167.0;1.001;2.93;0.5;8.7;5
6.9;0.22;0.28;7.8;0.05;43.0;116.0;0.99326;3.22;0.6;11.5;8
6.6;0.295;0.24;1.6;0.039;29.0;140.0;0.9930399999999999;3.35;0.61;10.4;7
6.0;0.26;0.29;1.0;0.032;27.0;96.0;0.9896;3.38;0.44;12.3;6
6.2;0.35;0.03;1.2;0.064;29.0;120.0;0.9934;3.22;0.54;9.1;5
6.3;0.27;0.23;2.9;0.047;13.0;100.0;0.9936;3.28;0.43;9.8;5
7.6;0.31;0.29;10.5;0.04;21.0;145.0;0.9966;3.04;0.35;9.4;5
6.1;0.4;0.31;0.9;0.048;23.0;170.0;0.993;3.22;0.77;9.5;6
6.3;0.31;0.3;10.0;0.046;49.0;212.0;0.9962;3.74;0.55;11.9;6
5.3;0.36;0.27;6.3;0.027999999999999997;40.0;132.0;0.9918600000000001;3.37;0.4;11.6;6
6.1;0.19;0.37;2.6;0.040999999999999995;24.0;99.0;0.9915299999999999;3.18;0.5;10.9;6
7.8;0.13;0.3;1.8;0.04;43.0;179.0;0.9955;3.43;0.41;9.0;5
7.5;0.38;0.29;12.7;0.05;25.0;209.0;0.9986;3.25;0.59;9.3;6
6.4;0.14;0.31;1.2;0.034;53.0;138.0;0.9908399999999999;3.38;0.35;11.5;7
4.9;0.235;0.27;11.75;0.03;34.0;118.0;0.9954;3.07;0.5;9.4;6
8.1;0.28;0.49;1.0;0.04;32.0;148.0;0.9936;3.13;0.41;10.0;6
4.7;0.335;0.14;1.3;0.036000000000000004;69.0;168.0;0.9921200000000001;3.47;0.46;10.5;5
6.1;0.16;0.37;1.1;0.031;37.0;97.0;0.9922;3.4;0.58;10.5;6
6.5;0.22;0.31;3.9;0.046;17.0;106.0;0.99098;3.15;0.31;11.5;5
7.5;0.26;0.38;5.7;0.021;23.0;125.0;0.9933799999999999;3.13;0.62;11.1;6
7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6
6.4;0.31;0.5;5.8;0.038;42.0;111.0;0.9918899999999999;3.18;0.53;11.9;7
6.3;0.3;0.24;6.6;0.04;38.0;141.0;0.995;3.22;0.47;9.5;5
7.5;0.32;0.24;4.6;0.053;8.0;134.0;0.9958;3.14;0.5;9.1;3
6.9;0.2;0.37;6.2;0.027000000000000003;24.0;97.0;0.992;3.38;0.49;12.2;7
6.9;0.24;0.4;15.4;0.052000000000000005;81.0;198.0;0.9986;3.2;0.69;9.4;5
6.9;0.22;0.37;15.0;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;7
8.0;0.19;0.3;2.0;0.053;48.0;140.0;0.9940000000000001;3.18;0.49;9.6;6
7.6;0.2;0.26;4.8;0.033;26.0;76.0;0.9907600000000001;2.98;0.49;12.3;7
6.8;0.26;0.48;6.2;0.049;55.0;182.0;0.99582;3.21;0.45;9.4;6
6.4;0.33;0.44;8.9;0.055;52.0;164.0;0.9948799999999999;3.1;0.48;9.6;5
7.5;0.3;0.71;1.3;0.16;44.0;149.0;0.9948;3.08;0.42;8.9;5
6.0;0.27;0.19;1.7;0.02;24.0;110.0;0.9898;3.32;0.47;12.6;7
7.0;0.12;0.29;10.3;0.039;41.0;98.0;0.99564;3.19;0.38;9.8;8
7.2;0.22;0.28;7.2;0.06;41.0;132.0;0.9935;3.08;0.59;11.3;6
8.1;0.34;0.28;7.5;0.04;70.0;230.0;0.9955799999999999;3.14;0.55;9.8;6
6.5;0.23;0.45;2.1;0.027000000000000003;43.0;104.0;0.99054;3.02;0.52;11.3;6
7.6;0.32;0.58;16.75;0.05;43.0;163.0;0.9999;3.15;0.54;9.2;5
6.6;0.21;0.31;11.4;0.039;46.0;165.0;0.99795;3.41;0.44;9.8;7
6.6;0.19;0.43;10.9;0.045;53.0;154.0;0.9975200000000001;3.52;0.77;10.4;6
7.4;0.24;0.29;10.1;0.05;21.0;105.0;0.9962;3.13;0.35;9.5;5
6.4;0.475;0.06;1.0;0.03;9.0;131.0;0.9904;2.97;0.29;10.8;5
4.8;0.34;0.0;6.5;0.027999999999999997;33.0;163.0;0.9939;3.36;0.61;9.9;6
5.2;0.2;0.27;3.2;0.047;16.0;93.0;0.99235;3.44;0.53;10.1;7
6.0;0.28;0.29;19.3;0.051;36.0;174.0;0.99911;3.14;0.5;9.0;5
6.0;0.52;0.33;7.7;0.046;24.0;119.0;0.99224;3.04;0.38;11.0;6
